"liveness","loudness","danceability","song_duration_ms","time_signature","audio_valence","energy","tempo","acousticness","speechiness","key","instrumentalness","audio_mode","song_popularity","time_signature_cat"
"gravada",-5.494,0.728,216847,4,0.365,0.584,"lent","mig_acustic",0.176,10,"sense_veu",0,83,"4"
"mig",-5.551,0.604,234970,4,0.388,0.929,"lent","no_acustic",0.0398,7,"sense_veu",1,5,"4"
"mig",-5.599,0.921,244960,4,0.661,0.524,"lent","acustic",0.0338,8,"sense_veu",1,87,"4"
"mig",-15.423,0.399,235146,4,0.253,0.233,"lent","acustic",0.2,1,"molta_veu",1,70,"4"
"mig",-9.168,0.607,157280,4,0.494,0.458,"lent","acustic",0.0503,9,"sense_veu",1,57,"4"
"gravada",-7.555,0.708,221007,4,0.962,0.709,"lent","mig_acustic",0.0405,0,"sense_veu",1,69,"4"
"gravada",-10.252,0.871,202754,4,0.448,0.308,"mitjà","mig_acustic",0.344,0,"sense_veu",0,64,"4"
"gravada",-6.937,0.696,272546,4,0.963,0.669,"mitjà","acustic",0.059,3,"sense_veu",1,56,"4"
"en_viu",-4.217,0.637,107405,4,0.185,0.848,"mitjà","mig_acustic",0.459,1,"sense_veu",1,43,"4"
"en_viu",-6.665,0.379,170960,4,0.393,0.848,"mitjà","no_acustic",0.068,1,"sense_veu",1,39,"4"
"gravada",-3.525,0.517,211475,4,0.386,0.886,"ràpid","no_acustic",0.0761,7,"sense_veu",1,56,"4"
"en_viu",-5.792,0.801,223962,4,0.458,0.528,"mitjà","mig_acustic",0.109,11,"sense_veu",0,76,"4"
"en_viu",-6.311,0.509,278746,4,0.324,0.584,"ràpid","no_acustic",0.057,0,"sense_veu",1,71,"4"
"mig",-6.574,0.793,224666,4,0.78,0.639,"lent","mig_acustic",0.0292,9,"sense_veu",0,41,"4"
"en_viu",-4.587,0.733,236093,4,0.65,0.899,"mitjà","no_acustic",0.038,0,"sense_veu",1,77,"4"
"en_viu",-7.689,0.287,188160,4,0.251,0.878,"ràpid","no_acustic",0.0468,0,"sense_veu",1,36,"4"
"en_viu",-4.179,0.746,179693,4,0.667,0.9,"ràpid","acustic",0.107,4,"sense_veu",0,87,"4"
"mig",-5.868,0.68,209711,4,0.308,0.743,"lent","acustic",0.344,9,"sense_veu",0,42,"4"
"mig",-8.913,0.733,193439,4,0.897,0.622,"ràpid","mig_acustic",0.0713,2,"molta_veu",1,14,"4"
"mig",-11.772,0.787,159600,4,0.47,0.343,"lent","acustic",0.0502,0,"sense_veu",1,26,"4"
"en_viu",-5.917,0.682,212061,4,0.43,0.843,"lent","no_acustic",0.0364,0,"sense_veu",0,41,"4"
"gravada",-5.663,0.734,249920,4,0.783,0.921,"ràpid","no_acustic",0.0436,11,"sense_veu",0,54,"4"
"mig",-6.251,0.647,249626,4,0.687,0.729,"ràpid","mig_acustic",0.293,11,"sense_veu",0,78,"4"
"gravada",-4.7,0.572,166973,4,0.891,0.79,"mitjà","mig_acustic",0.0257,5,"sense_veu",1,76,"4"
"mig",-9.415,0.799,152733,4,0.828,0.503,"mitjà","mig_acustic",0.0588,7,"sense_veu",1,28,"4"
"en_viu",-5.681,0.905,142044,4,0.896,0.756,"mitjà","no_acustic",0.216,2,"sense_veu",1,58,"4"
"mig",-1.612,0.833,95992,4,0.843,0.919,"lent","acustic",0.272,3,"molta_veu",0,50,"4"
"mig",-14.374,0.431,331240,3,0.112,0.323,"ràpid","acustic",0.14,11,"sense_veu",1,53,"3"
"gravada",-5.973,0.565,174705,4,0.328,0.65,"mitjà","no_acustic",0.0568,0,"sense_veu",1,65,"4"
"en_viu",-4.369,0.876,192880,4,0.742,0.649,"lent","mig_acustic",0.0691,0,"sense_veu",1,73,"4"
"en_viu",-6.453,0.771,169041,4,0.726,0.445,"lent","acustic",0.157,1,"sense_veu",1,54,"4"
"en_viu",-7.957,0.546,225133,4,0.694,0.687,"ràpid","mig_acustic",0.0702,6,"sense_veu",1,12,"4"
"gravada",-3.36,0.539,171733,4,0.352,0.793,"ràpid","no_acustic",0.0402,4,"sense_veu",0,25,"4"
"mig",-4.661,0.703,193613,4,0.681,0.75,"mitjà","mig_acustic",0.0291,7,"sense_veu",0,76,"4"
"mig",-5.661,0.757,195546,4,0.35,0.65,"ràpid","no_acustic",0.312,6,"sense_veu",0,75,"4"
"mig",-6.044,0.479,313026,4,0.669,0.949,"mitjà","mig_acustic",0.0318,4,"sense_veu",1,70,"4"
"mig",-10.867,0.617,164000,4,0.433,0.297,"mitjà","acustic",0.0317,1,"sense_veu",1,10,"4"
"en_viu",-5.327,0.757,143075,4,0.656,0.69,"mitjà","mig_acustic",0.282,1,"sense_veu",0,89,"4"
"en_viu",-4.76,0.526,231693,4,0.458,0.9,"ràpid","no_acustic",0.0531,4,"sense_veu",0,57,"4"
"gravada",-25.784,0.081,210025,4,0.235,0.0989,"ràpid","acustic",0.0418,11,"molta_veu",1,43,"4"
"mig",-3.209,0.704,241893,4,0.533,0.664,"lent","mig_acustic",0.0595,9,"sense_veu",0,70,"4"
"en_viu",-7.709,0.52,232466,4,0.533,0.704,"mitjà","no_acustic",0.0255,0,"sense_veu",1,31,"4"
"gravada",-12.444,0.642,210826,4,0.85,0.641,"mitjà","mig_acustic",0.049,11,"sense_veu",1,57,"4"
"en_viu",-9.545,0.441,208226,3,0.108,0.379,"ràpid","acustic",0.0449,4,"sense_veu",1,79,"3"
"mig",-3.916,0.605,166946,4,0.58,0.904,"mitjà","no_acustic",0.0388,4,"sense_veu",1,76,"4"
"mig",-12.151,0.641,279280,4,0.548,0.377,"lent","acustic",0.111,0,"sense_veu",0,23,"4"
"en_viu",-11.225,0.515,159912,4,0.676,0.25,"lent","no_acustic",0.0885,4,"sense_veu",1,50,"4"
"mig",-11.237,0.873,224840,4,0.778,0.639,"lent","acustic",0.121,1,"sense_veu",1,42,"4"
"mig",-7.05,0.744,270560,4,0.654,0.569,"lent","mig_acustic",0.0992,2,"sense_veu",1,69,"4"
"en_viu",-2.591,0.457,215510,4,0.856,0.899,"ràpid","no_acustic",0.132,1,"sense_veu",1,74,"4"
"en_viu",-4.699,0.718,215120,4,0.497,0.683,"mitjà","no_acustic",0.069,5,"sense_veu",0,24,"4"
"gravada",-7.539,0.602,256093,4,0.453,0.676,"lent","acustic",0.0314,5,"sense_veu",1,50,"4"
"gravada",-4.884,0.575,281213,4,0.241,0.954,"mitjà","no_acustic",0.0442,1,"sense_veu",0,62,"4"
"en_viu",-7.964,0.539,254556,4,0.348,0.772,"ràpid","no_acustic",0.229,1,"sense_veu",0,24,"4"
"en_viu",-5.624,0.694,130293,4,0.535,0.729,"lent","acustic",0.103,7,"sense_veu",0,64,"4"
"mig",-7.107,0.739,177139,4,0.485,0.543,"mitjà","mig_acustic",0.103,4,"sense_veu",0,82,"4"
"en_viu",-11.167,0.741,233720,4,0.447,0.555,"mitjà","mig_acustic",0.0522,0,"sense_veu",0,47,"4"
"mig",-7.956,0.557,186653,3,0.337,0.352,"lent","acustic",0.0716,4,"sense_veu",0,59,"3"
"mig",-14.763,0.577,143426,4,0.372,0.312,"lent","acustic",0.0448,0,"sense_veu",0,7,"4"
"gravada",-3.585,0.617,241933,4,0.817,0.936,"ràpid","no_acustic",0.117,2,"sense_veu",0,62,"4"
"en_viu",-8.155,0.622,220293,3,0.892,0.807,"ràpid","mig_acustic",0.408,0,"sense_veu",0,78,"3"
"mig",-7.549,0.287,365000,4,0.126,0.647,"ràpid","mig_acustic",0.0304,0,"sense_veu",1,59,"4"
"gravada",-11.996,0.295,170186,4,0.458,0.821,"mitjà","no_acustic",0.0585,6,"molta_veu",1,16,"4"
"mig",-7.725,0.328,203653,4,0.411,0.632,"lent","no_acustic",0.0314,6,"sense_veu",1,62,"4"
"gravada",-6.442,0.786,163880,4,0.913,0.764,"lent","mig_acustic",0.0798,11,"sense_veu",1,34,"4"
"gravada",-4.35,0.714,202240,4,0.352,0.617,"ràpid","mig_acustic",0.0437,6,"sense_veu",1,12,"4"
"gravada",-11.036,0.674,188773,4,0.748,0.659,"lent","acustic",0.0418,0,"sense_veu",1,43,"4"
"gravada",-6.534,0.613,177466,4,0.564,0.485,"ràpid","mig_acustic",0.229,1,"sense_veu",0,26,"4"
"mig",-6.963,0.605,213106,4,0.657,0.773,"lent","mig_acustic",0.0392,4,"sense_veu",1,57,"4"
"en_viu",-11.351,0.526,126163,3,0.807,0.531,"ràpid","acustic",0.0611,5,"sense_veu",1,19,"3"
"mig",-4.722,0.638,180000,4,0.249,0.717,"lent","acustic",0.0337,2,"sense_veu",1,94,"4"
"en_viu",-6.021,0.804,212438,4,0.679,0.596,"mitjà","no_acustic",0.0385,6,"sense_veu",0,48,"4"
"en_viu",-5.124,0.511,328560,4,0.785,0.87,"ràpid","acustic",0.0412,4,"sense_veu",1,19,"4"
"mig",-8.651,0.525,174213,4,0.559,0.53,"lent","acustic",0.0383,0,"sense_veu",0,44,"4"
"gravada",-5.876,0.541,203106,4,0.321,0.597,"ràpid","no_acustic",0.0486,0,"sense_veu",0,6,"4"
"en_viu",-6.526,0.789,228786,4,0.539,0.729,"ràpid","no_acustic",0.0998,1,"sense_veu",1,3,"4"
"en_viu",-11.417,0.62,129333,4,0.631,0.533,"ràpid","acustic",0.0331,0,"sense_veu",1,53,"4"
"mig",-10.281,0.402,260026,4,0.0931,0.385,"lent","acustic",0.033,4,"sense_veu",1,2,"4"
"en_viu",-6.806,0.623,203160,4,0.829,0.781,"lent","mig_acustic",0.0813,2,"sense_veu",1,59,"4"
"en_viu",-10.706,0.903,232240,4,0.96,0.577,"mitjà","mig_acustic",0.337,7,"sense_veu",1,16,"4"
"en_viu",-7.04,0.577,209273,4,0.615,0.808,"ràpid","no_acustic",0.121,1,"sense_veu",1,71,"4"
"mig",-8.074,0.763,275253,4,0.422,0.412,"ràpid","no_acustic",0.124,7,"sense_veu",1,94,"4"
"gravada",-6.396,0.639,195706,4,0.434,0.782,"ràpid","no_acustic",0.0286,6,"sense_veu",0,22,"4"
"en_viu",-4.523,0.776,189000,4,0.89,0.887,"lent","mig_acustic",0.0375,2,"sense_veu",1,43,"4"
"gravada",-8.623,0.653,217284,4,0.799,0.539,"mitjà","mig_acustic",0.0349,0,"sense_veu",1,66,"4"
"en_viu",-4.909,0.841,230226,4,0.776,0.891,"mitjà","no_acustic",0.0807,4,"sense_veu",0,42,"4"
"en_viu",-7.496,0.635,257546,4,0.606,0.411,"lent","acustic",0.0557,5,"sense_veu",1,63,"4"
"gravada",-5.575,0.585,214746,4,0.257,0.606,"mitjà","no_acustic",0.037,5,"sense_veu",0,42,"4"
"gravada",-6.2,0.729,275080,4,0.674,0.751,"ràpid","mig_acustic",0.0614,0,"sense_veu",1,81,"4"
"en_viu",-8.109,0.581,148306,4,0.823,0.961,"ràpid","no_acustic",0.0593,10,"sense_veu",1,55,"4"
"gravada",-5.511,0.653,173306,4,0.555,0.621,"ràpid","mig_acustic",0.416,0,"sense_veu",1,56,"4"
"gravada",-11.974,0.921,334360,4,0.724,0.529,"mitjà","mig_acustic",0.0851,2,"sense_veu",1,57,"4"
"mig",-5.789,0.532,167106,4,0.372,0.701,"ràpid","mig_acustic",0.244,6,"sense_veu",1,68,"4"
"mig",-13.146,0.515,193786,4,0.223,0.442,"lent","acustic",0.0441,0,"molta_veu",1,53,"4"
"mig",-5.467,0.821,217118,4,0.0985,0.567,"mitjà","no_acustic",0.108,7,"sense_veu",1,52,"4"
"mig",-6.021,0.762,209320,4,0.608,0.7,"mitjà","no_acustic",0.0694,9,"sense_veu",1,88,"4"
"en_viu",-5.135,0.633,168640,4,0.473,0.559,"mitjà","mig_acustic",0.313,6,"sense_veu",1,81,"4"
"en_viu",-5.912,0.726,254000,4,0.814,0.801,"mitjà","mig_acustic",0.307,9,"sense_veu",1,13,"4"
"mig",-9.584,0.684,173829,4,0.784,0.481,"mitjà","acustic",0.0384,8,"sense_veu",0,32,"4"
"en_viu",-4.921,0.917,224903,4,0.441,0.786,"ràpid","no_acustic",0.208,11,"sense_veu",0,85,"4"
"en_viu",-4.795,0.582,244506,4,0.413,0.758,"lent","no_acustic",0.0464,5,"sense_veu",1,21,"4"
"mig",-9.378,0.769,199440,4,0.206,0.341,"lent","mig_acustic",0.123,7,"sense_veu",0,50,"4"
"gravada",-8.564,0.59,216773,4,0.499,0.355,"ràpid","acustic",0.0352,9,"sense_veu",1,76,"4"
"mig",-7.096,0.877,165000,4,0.376,0.389,"lent","no_acustic",0.0329,7,"sense_veu",1,82,"4"
"mig",-6.733,0.444,335693,4,0.341,0.811,"mitjà","mig_acustic",0.0463,6,"sense_veu",1,54,"4"
"en_viu",-4.71,0.487,161626,4,0.499,0.855,"ràpid","no_acustic",0.0392,1,"sense_veu",1,45,"4"
"mig",-13.843,0.619,298195,4,0.244,0.22,"lent","acustic",0.0667,0,"sense_veu",1,69,"4"
"en_viu",-3.716,0.901,132000,4,0.329,0.65,"lent","no_acustic",0.33,2,"sense_veu",1,99,"4"
"en_viu",-5.408,0.614,184642,4,0.565,0.867,"mitjà","no_acustic",0.0419,1,"sense_veu",0,42,"4"
"mig",-7.623,0.717,190773,4,0.353,0.529,"ràpid","acustic",0.0563,0,"sense_veu",1,51,"4"
"en_viu",-6.289,0.604,324466,4,0.763,0.693,"mitjà","no_acustic",0.031,0,"sense_veu",0,54,"4"
"en_viu",-10.962,0.651,198524,4,0.909,0.476,"lent","acustic",0.0843,0,"sense_veu",0,46,"4"
"gravada",-11.384,0.572,247373,4,0.351,0.409,"mitjà","acustic",0.226,3,"sense_veu",1,71,"4"
"en_viu",-5.041,0.454,192172,4,0.266,0.66,"ràpid","no_acustic",0.168,0,"sense_veu",1,68,"4"
"mig",-3.267,0.667,211460,4,0.664,0.815,"mitjà","mig_acustic",0.0321,6,"sense_veu",0,65,"4"
"gravada",-11.119,0.862,162994,4,0.953,0.418,"mitjà","acustic",0.0324,7,"sense_veu",1,66,"4"
"gravada",-5.265,0.481,189677,4,0.585,0.699,"mitjà","acustic",0.0578,7,"sense_veu",1,62,"4"
"mig",-4.267,0.599,288876,4,0.817,0.667,"lent","mig_acustic",0.409,7,"sense_veu",1,27,"4"
"en_viu",-5.681,0.777,209653,4,0.902,0.768,"ràpid","no_acustic",0.103,8,"sense_veu",0,60,"4"
"en_viu",-5.232,0.489,288733,4,0.521,0.92,"ràpid","acustic",0.411,3,"sense_veu",1,54,"4"
"mig",-2.17,0.708,152813,4,0.72,0.868,"mitjà","no_acustic",0.156,6,"sense_veu",1,77,"4"
"en_viu",-5.636,0.555,189946,4,0.884,0.975,"ràpid","mig_acustic",0.0286,6,"sense_veu",1,41,"4"
"gravada",-4.557,0.54,208973,4,0.599,0.829,"lent","mig_acustic",0.231,1,"sense_veu",0,53,"4"
"en_viu",-6.229,0.429,239133,4,0.87,0.768,"ràpid","acustic",0.0339,9,"sense_veu",1,23,"4"
"mig",-7.278,0.58,146526,4,0.0952,0.647,"lent","mig_acustic",0.142,6,"sense_veu",0,43,"4"
"mig",-10.576,0.552,212040,1,0.0854,0.173,"lent","acustic",0.0292,0,"sense_veu",1,79,"1"
"en_viu",-6.152,0.663,220493,4,0.514,0.673,"mitjà","no_acustic",0.0586,3,"sense_veu",0,69,"4"
"en_viu",-6.039,0.303,235106,4,0.498,0.89,"lent","no_acustic",0.0764,10,"sense_veu",0,47,"4"
"en_viu",-5.9,0.749,187105,4,0.751,0.844,"lent","mig_acustic",0.199,10,"sense_veu",1,55,"4"
"mig",-11.748,0.881,202466,4,0.586,0.482,"mitjà","mig_acustic",0.081,4,"sense_veu",0,63,"4"
"mig",-11.354,0.66,166932,4,0.206,0.296,"mitjà","acustic",0.0423,11,"sense_veu",0,38,"4"
"gravada",-7.217,0.903,152000,4,0.791,0.379,"ràpid","mig_acustic",0.0955,5,"sense_veu",0,67,"4"
"en_viu",-7.381,0.824,213965,4,0.882,0.897,"mitjà","mig_acustic",0.196,11,"sense_veu",1,40,"4"
"gravada",-6.734,0.532,270714,4,0.15,0.617,"lent","mig_acustic",0.0522,10,"molta_veu",0,58,"4"
"mig",-3.472,0.746,216842,4,0.203,0.704,"lent","mig_acustic",0.17,5,"sense_veu",1,70,"4"
"mig",-7.34,0.645,232453,4,0.387,0.792,"lent","mig_acustic",0.036,4,"sense_veu",0,76,"4"
"mig",-8.556,0.733,226857,4,0.122,0.62,"lent","mig_acustic",0.0698,3,"sense_veu",1,59,"4"
"gravada",-5.217,0.726,243413,4,0.711,0.861,"lent","mig_acustic",0.0695,6,"sense_veu",0,60,"4"
"en_viu",-5.509,0.532,157377,4,0.755,0.767,"mitjà","mig_acustic",0.0574,7,"sense_veu",1,77,"4"
"en_viu",-5.587,0.602,258426,4,0.461,0.907,"mitjà","no_acustic",0.0367,1,"sense_veu",1,59,"4"
"en_viu",-6.137,0.671,232853,4,0.852,0.837,"lent","acustic",0.436,1,"sense_veu",0,68,"4"
"gravada",-4.434,0.676,282053,4,0.81,0.762,"mitjà","acustic",0.0394,1,"sense_veu",1,64,"4"
"mig",-11.997,0.667,72000,4,0.456,0.242,"lent","acustic",0.066,0,"poca_veu",0,46,"4"
"en_viu",-3.719,0.6,202500,4,0.15,0.9,"mitjà","no_acustic",0.0377,0,"sense_veu",1,83,"4"
"mig",-4.855,0.334,206605,4,0.306,0.81,"ràpid","no_acustic",0.0632,9,"sense_veu",0,70,"4"
"en_viu",-8.026,0.457,200753,4,0.726,0.71,"ràpid","no_acustic",0.0299,2,"sense_veu",1,61,"4"
"gravada",-3.191,0.637,121160,4,0.918,0.789,"mitjà","mig_acustic",0.0676,8,"sense_veu",1,77,"4"
"gravada",-10.767,0.474,123160,4,0.0723,0.513,"mitjà","acustic",0.0323,1,"molta_veu",1,42,"4"
"gravada",-10.748,0.557,214192,4,0.353,0.474,"ràpid","acustic",0.158,2,"sense_veu",0,34,"4"
"gravada",-6.053,0.548,164120,4,0.813,0.688,"ràpid","acustic",0.0372,10,"sense_veu",1,61,"4"
"mig",-7.215,0.657,244679,4,0.39,0.681,"ràpid","acustic",0.0458,2,"sense_veu",1,62,"4"
"en_viu",-3.167,0.681,162425,4,0.267,0.774,"ràpid","mig_acustic",0.0787,1,"sense_veu",0,18,"4"
"gravada",-9.222,0.628,197266,4,0.104,0.593,"mitjà","mig_acustic",0.0323,8,"sense_veu",1,81,"4"
"mig",-6.52,0.596,354102,4,0.472,0.838,"lent","mig_acustic",0.204,5,"sense_veu",0,72,"4"
"en_viu",-0.578,0.754,196746,4,0.952,0.958,"mitjà","mig_acustic",0.0537,4,"sense_veu",0,61,"4"
"mig",-6.26,0.86,195346,4,0.663,0.566,"mitjà","acustic",0.0724,0,"sense_veu",1,53,"4"
"mig",-9.91,0.555,233826,4,0.3,0.423,"ràpid","acustic",0.044,0,"sense_veu",1,24,"4"
"en_viu",-6.423,0.732,177073,4,0.643,0.734,"mitjà","no_acustic",0.107,0,"sense_veu",1,51,"4"
"gravada",-19.39,0.651,185756,4,0.46,0.16,"ràpid","acustic",0.0354,4,"molta_veu",1,48,"4"
"mig",-9.683,0.586,178476,4,0.414,0.645,"ràpid","acustic",0.0528,0,"sense_veu",0,24,"4"
"mig",-3.603,0.349,287826,4,0.224,0.913,"ràpid","no_acustic",0.0692,2,"sense_veu",1,59,"4"
"en_viu",-2.806,0.753,195637,4,0.742,0.743,"ràpid","mig_acustic",0.0331,7,"sense_veu",1,69,"4"
"gravada",-7.328,0.636,329013,4,0.632,0.863,"mitjà","no_acustic",0.0972,6,"sense_veu",0,13,"4"
"gravada",-14.145,0.0962,173799,4,0.0365,0.259,"lent","acustic",0.0471,0,"molta_veu",1,49,"4"
"mig",-13.727,0.769,193946,4,0.643,0.303,"lent","acustic",0.0367,0,"sense_veu",1,39,"4"
"gravada",-4.838,0.652,213600,4,0.795,0.724,"ràpid","acustic",0.0313,9,"sense_veu",1,49,"4"
"gravada",-3.258,0.508,239760,4,0.689,0.97,"lent","no_acustic",0.0392,8,"sense_veu",1,8,"4"
"mig",-4.475,0.453,164813,4,0.434,0.884,"ràpid","mig_acustic",0.286,0,"sense_veu",1,29,"4"
"gravada",-6.819,0.652,233305,4,0.691,0.757,"ràpid","mig_acustic",0.0707,1,"sense_veu",0,75,"4"
"mig",-6.626,0.746,231733,4,0.812,0.948,"mitjà","acustic",0.0675,2,"sense_veu",0,65,"4"
"gravada",-9.434,0.564,206222,4,0.207,0.548,"ràpid","mig_acustic",0.175,5,"sense_veu",0,63,"4"
"gravada",-14.846,0.477,211762,4,0.432,0.262,"mitjà","mig_acustic",0.0354,1,"molta_veu",0,55,"4"
"mig",-7.902,0.42,238666,4,0.476,0.672,"lent","no_acustic",0.027,6,"sense_veu",1,72,"4"
"en_viu",-5.176,0.688,205600,4,0.747,0.768,"ràpid","no_acustic",0.0287,1,"sense_veu",0,55,"4"
"gravada",-12.196,0.212,156893,4,0.352,0.334,"ràpid","acustic",0.0479,7,"sense_veu",1,12,"4"
"mig",-15.11,0.579,215327,4,0.353,0.267,"ràpid","mig_acustic",0.031,4,"sense_veu",1,67,"4"
"mig",-10.476,0.52,213000,4,0.326,0.702,"ràpid","acustic",0.0403,4,"sense_veu",1,64,"4"
"mig",-5.844,0.516,218627,4,0.174,0.427,"lent","acustic",0.0659,9,"sense_veu",1,51,"4"
"en_viu",-6.578,0.562,236333,4,0.446,0.869,"ràpid","no_acustic",0.051,6,"sense_veu",0,48,"4"
"en_viu",-4.369,0.49,238491,4,0.376,0.972,"lent","no_acustic",0.41,10,"sense_veu",0,42,"4"
"mig",-3.623,0.723,258000,4,0.369,0.721,"ràpid","mig_acustic",0.139,0,"sense_veu",0,57,"4"
"en_viu",-5.242,0.8,234533,4,0.717,0.863,"mitjà","mig_acustic",0.0575,2,"molta_veu",1,71,"4"
"mig",-8.15,0.483,360720,4,0.273,0.305,"lent","acustic",0.268,11,"sense_veu",0,53,"4"
"en_viu",-6.701,0.731,254615,4,0.401,0.602,"lent","no_acustic",0.0653,11,"sense_veu",0,41,"4"
"mig",-4.267,0.599,219333,4,0.951,0.667,"ràpid","mig_acustic",0.0367,7,"sense_veu",1,27,"4"
"gravada",-5.121,0.671,265951,4,0.345,0.651,"ràpid","mig_acustic",0.31,9,"sense_veu",0,0,"4"
"en_viu",-9.929,0.707,166266,4,0.79,0.483,"mitjà","acustic",0.0371,0,"sense_veu",1,43,"4"
"mig",-9.449,0.422,203573,3,0.159,0.407,"lent","acustic",0.0325,7,"sense_veu",1,43,"3"
"mig",-4.249,0.804,199944,4,0.619,0.823,"mitjà","mig_acustic",0.0449,11,"sense_veu",1,67,"4"
"en_viu",-2.492,0.565,235245,4,0.836,0.831,"ràpid","mig_acustic",0.158,0,"sense_veu",0,35,"4"
"en_viu",-12.285,0.72,205958,4,0.642,0.689,"mitjà","no_acustic",0.0406,1,"sense_veu",1,33,"4"
"en_viu",-2.17,0.623,234773,4,0.555,0.997,"mitjà","no_acustic",0.0483,11,"molta_veu",0,55,"4"
"gravada",-7.405,0.702,363640,4,0.973,0.59,"mitjà","acustic",0.0302,2,"sense_veu",1,65,"4"
"gravada",-6.298,0.566,268653,4,0.202,0.937,"lent","no_acustic",0.0542,9,"sense_veu",1,64,"4"
"mig",-5.637,0.792,223064,4,0.38,0.704,"ràpid","no_acustic",0.179,2,"sense_veu",1,58,"4"
"mig",-11.046,0.491,261013,4,0.274,0.234,"mitjà","acustic",0.0353,3,"sense_veu",1,44,"4"
"en_viu",-2.986,0.8,197706,4,0.791,0.873,"mitjà","mig_acustic",0.0456,0,"sense_veu",1,78,"4"
"en_viu",-5.182,0.677,244666,4,0.608,0.823,"lent","mig_acustic",0.034,5,"sense_veu",1,68,"4"
"en_viu",-5.889,0.569,184516,4,0.927,0.721,"ràpid","mig_acustic",0.0375,1,"sense_veu",1,64,"4"
"en_viu",-4.204,0.543,304699,4,0.91,0.88,"ràpid","no_acustic",0.0365,3,"sense_veu",0,71,"4"
"en_viu",-4.18,0.792,195637,4,0.742,0.743,"ràpid","mig_acustic",0.0851,7,"sense_veu",1,88,"4"
"gravada",-8.894,0.64,223613,4,0.563,0.619,"mitjà","mig_acustic",0.0297,0,"sense_veu",0,48,"4"
"en_viu",-4.764,0.375,338853,4,0.478,0.862,"ràpid","mig_acustic",0.255,11,"sense_veu",0,76,"4"
"en_viu",-2.978,0.531,227078,4,0.401,0.864,"mitjà","no_acustic",0.0433,10,"sense_veu",1,62,"4"
"gravada",-3.396,0.871,202754,4,0.881,0.748,"lent","mig_acustic",0.0584,11,"sense_veu",0,52,"4"
"en_viu",-4.073,0.58,159026,4,0.964,0.841,"ràpid","acustic",0.112,2,"sense_veu",0,68,"4"
"en_viu",-6.162,0.757,189908,4,0.723,0.716,"ràpid","no_acustic",0.309,2,"sense_veu",1,87,"4"
"en_viu",-5.829,0.765,237300,4,0.422,0.473,"mitjà","mig_acustic",0.0297,10,"sense_veu",1,22,"4"
"en_viu",-4.384,0.37,199778,4,0.393,0.785,"ràpid","no_acustic",0.0335,5,"sense_veu",1,60,"4"
"mig",-6.162,0.849,229906,3,0.723,0.662,"ràpid","no_acustic",0.309,9,"sense_veu",1,87,"3"
"mig",-8.784,0.628,284560,4,0.309,0.546,"lent","mig_acustic",0.0434,8,"sense_veu",1,53,"4"
"mig",-9.798,0.597,215417,4,0.763,0.71,"ràpid","acustic",0.0378,5,"sense_veu",1,50,"4"
"en_viu",-5.451,0.665,205048,4,0.222,0.709,"lent","no_acustic",0.037,11,"sense_veu",1,62,"4"
"mig",-6.977,0.733,152000,4,0.832,0.63,"ràpid","mig_acustic",0.395,9,"sense_veu",1,90,"4"
"en_viu",-4.853,0.901,190466,4,0.565,0.687,"ràpid","mig_acustic",0.353,8,"sense_veu",0,78,"4"
"en_viu",-9.169,0.409,225076,4,0.106,0.362,"ràpid","acustic",0.0446,5,"sense_veu",1,80,"4"
"gravada",-11.665,0.836,137493,4,0.582,0.153,"mitjà","acustic",0.0431,5,"sense_veu",1,39,"4"
"mig",-3.299,0.397,238213,4,0.286,0.914,"ràpid","acustic",0.029,4,"sense_veu",1,25,"4"
"gravada",-5.828,0.319,216613,4,0.359,0.643,"mitjà","no_acustic",0.0314,2,"sense_veu",1,73,"4"
"mig",-7.003,0.609,246306,4,0.673,0.736,"mitjà","no_acustic",0.0355,9,"sense_veu",0,63,"4"
"mig",-14.171,0.709,178000,4,0.486,0.271,"lent","acustic",0.0281,8,"sense_veu",1,58,"4"
"mig",-5.598,0.922,174632,4,0.693,0.728,"mitjà","no_acustic",0.257,1,"sense_veu",0,71,"4"
"en_viu",-3.615,0.687,200013,4,0.33,0.98,"ràpid","no_acustic",0.147,5,"sense_veu",1,52,"4"
"en_viu",-7.419,0.812,153706,3,0.462,0.511,"ràpid","mig_acustic",0.427,8,"sense_veu",1,39,"3"
"en_viu",-7.911,0.595,341533,4,0.346,0.605,"lent","no_acustic",0.0326,7,"sense_veu",0,3,"4"
"mig",-13.937,0.339,204733,1,0.234,0.317,"lent","acustic",0.0362,9,"sense_veu",0,54,"1"
"en_viu",-5.265,0.518,267300,4,0.347,0.276,"lent","acustic",0.038,2,"sense_veu",1,66,"4"
"mig",-7.269,0.828,196691,4,0.402,0.63,"ràpid","mig_acustic",0.264,8,"sense_veu",1,54,"4"
"en_viu",-15.453,0.31,281586,4,0.185,0.371,"mitjà","no_acustic",0.0341,4,"sense_veu",1,32,"4"
"mig",-12.026,0.467,140637,3,0.321,0.306,"lent","acustic",0.0289,0,"molta_veu",1,45,"3"
"gravada",-3.712,0.442,243706,4,0.163,0.923,"ràpid","no_acustic",0.032,7,"sense_veu",1,34,"4"
"mig",-10.271,0.697,180566,4,0.278,0.552,"lent","acustic",0.0313,5,"sense_veu",0,84,"4"
