liveness,loudness,danceability,song_duration_ms,time_signature,audio_valence,energy,tempo,acousticness,speechiness,key,instrumentalness,audio_mode,song_popularity,time_signature_cat
mig,-4.539,NA,212093,4,0.446,NA,lent,NA,0.172,6,sense_veu,0,62,4
en_viu,NA,0.567,NA,4,NA,0.654,mitjà,no_acustic,NA,7,NA,1,14,4
NA,-13.37,0.642,186428,4,0.0809,NA,mitjà,acustic,0.0347,0,NA,1,54,4
gravada,NA,NA,NA,4,NA,0.5,NA,acustic,0.0506,NA,NA,NA,50,4
en_viu,-8.539,0.484,NA,4,0.521,0.681,ràpid,NA,0.458,10,NA,1,16,4
en_viu,NA,NA,183879,4,0.507,0.529,ràpid,NA,0.0416,NA,molta_veu,0,25,4
NA,-12.253,0.59,NA,3,0.521,0.188,mitjà,acustic,NA,7,sense_veu,1,37,3
gravada,-5.128,0.503,207029,3,0.458,0.741,lent,acustic,NA,4,sense_veu,1,91,3
mig,-3.83,0.577,230613,4,NA,NA,mitjà,NA,0.0501,6,sense_veu,0,43,4
en_viu,-5.178,0.656,289373,NA,0.671,0.855,mitjà,no_acustic,0.0497,6,sense_veu,0,47,NA
mig,-6.517,0.911,172440,4,0.315,NA,NA,mig_acustic,0.273,11,sense_veu,0,76,4
NA,-5.221,0.602,NA,4,NA,NA,mitjà,no_acustic,0.104,8,NA,NA,52,4
en_viu,-4.404,0.342,142146,4,0.287,0.888,ràpid,no_acustic,NA,NA,sense_veu,NA,31,4
gravada,-22.35,0.199,NA,4,0.0364,NA,lent,acustic,0.0383,7,molta_veu,NA,54,4
mig,NA,0.727,192026,4,NA,0.75,mitjà,no_acustic,0.0392,NA,sense_veu,NA,60,4
NA,-16.958,0.558,NA,NA,0.174,0.117,ràpid,acustic,0.0345,5,sense_veu,1,53,NA
en_viu,NA,NA,165613,NA,NA,0.402,mitjà,acustic,0.0353,6,sense_veu,1,59,NA
NA,-9.327,NA,105547,4,0.486,NA,ràpid,NA,0.267,9,sense_veu,0,55,4
mig,-8.297,NA,148459,3,NA,0.318,ràpid,NA,0.0867,NA,sense_veu,0,43,3
gravada,-22.299,0.593,183978,NA,0.391,0.0622,lent,NA,NA,1,NA,1,61,NA
NA,NA,0.592,NA,NA,0.417,0.416,lent,acustic,0.0246,1,sense_veu,1,76,NA
NA,-4.089,0.39,NA,4,0.204,0.898,NA,NA,0.045,7,sense_veu,1,15,4
NA,-13.955,0.533,265386,4,NA,NA,mitjà,NA,NA,0,molta_veu,1,54,4
mig,-5.508,0.775,NA,NA,0.656,0.68,mitjà,no_acustic,0.0629,NA,NA,NA,53,NA
mig,NA,NA,NA,4,0.386,0.287,ràpid,acustic,0.04,8,sense_veu,1,69,4
NA,NA,0.522,NA,4,0.908,NA,ràpid,NA,0.0387,NA,NA,1,75,4
NA,-11.361,NA,240341,4,0.223,NA,ràpid,acustic,NA,NA,sense_veu,1,82,4
mig,-7.49,NA,210934,4,NA,0.652,lent,NA,0.0321,6,NA,1,81,4
en_viu,NA,0.527,214880,NA,0.44,NA,lent,NA,0.0551,NA,sense_veu,1,68,NA
gravada,NA,NA,242009,4,0.701,0.933,mitjà,no_acustic,0.0386,5,sense_veu,0,55,4
en_viu,-4.828,NA,232853,NA,0.686,NA,NA,acustic,0.436,NA,NA,0,68,NA
mig,-12.02,0.718,NA,4,NA,NA,ràpid,acustic,0.224,6,sense_veu,1,47,4
NA,-6.372,0.323,279671,4,0.283,0.59,ràpid,acustic,0.0328,2,NA,1,0,4
en_viu,-3.155,0.678,153266,NA,0.0636,NA,lent,no_acustic,0.0782,NA,NA,1,67,NA
NA,-7.093,0.829,178009,4,0.732,0.606,mitjà,mig_acustic,0.149,NA,poca_veu,1,61,4
en_viu,-5.405,0.832,176585,4,0.48,NA,NA,no_acustic,NA,11,sense_veu,0,63,4
mig,-10.833,0.491,438573,NA,0.469,NA,lent,mig_acustic,0.0546,NA,NA,NA,0,NA
mig,-9.24,NA,144892,4,0.129,0.462,ràpid,acustic,NA,8,NA,NA,47,4
mig,-9.379,NA,NA,NA,NA,0.423,lent,NA,0.337,7,sense_veu,NA,52,NA
en_viu,-6.673,0.57,NA,NA,0.44,0.723,ràpid,no_acustic,0.0386,0,NA,0,60,NA
en_viu,-4.959,0.794,NA,4,0.805,NA,lent,mig_acustic,0.0622,NA,NA,1,1,4
en_viu,-6.598,0.681,153224,4,NA,0.771,lent,acustic,NA,5,sense_veu,0,0,4
NA,-6.365,0.865,NA,NA,0.384,0.571,lent,mig_acustic,NA,8,sense_veu,1,52,NA
NA,NA,0.593,NA,NA,0.262,0.917,ràpid,acustic,0.0909,1,sense_veu,0,51,NA
mig,-11.06,0.748,NA,4,NA,0.531,NA,no_acustic,0.323,1,sense_veu,1,35,4
gravada,NA,0.804,175429,NA,NA,NA,NA,acustic,0.0376,9,sense_veu,0,55,NA
mig,NA,0.691,234300,4,0.645,0.598,lent,no_acustic,0.205,7,sense_veu,NA,56,4
mig,-10.329,0.708,NA,NA,0.777,NA,mitjà,acustic,0.194,8,sense_veu,1,37,NA
gravada,-4.483,0.56,NA,4,0.538,0.875,NA,no_acustic,NA,10,sense_veu,1,58,4
en_viu,-6.728,0.764,303433,4,0.502,0.575,lent,acustic,0.0966,9,NA,NA,71,4
en_viu,-7.004,0.456,204400,4,NA,0.891,ràpid,no_acustic,0.106,9,sense_veu,1,55,4
mig,-8.19,NA,162613,4,0.654,0.603,ràpid,no_acustic,0.0523,1,sense_veu,NA,48,4
en_viu,-12.07,0.625,230896,4,0.733,0.44,NA,mig_acustic,NA,6,sense_veu,1,50,4
mig,NA,0.7,NA,4,0.335,0.118,mitjà,acustic,NA,NA,sense_veu,NA,55,4
gravada,-5.534,0.624,257186,4,0.526,NA,NA,mig_acustic,0.0287,2,sense_veu,NA,70,4
NA,-7.622,0.56,146466,4,0.862,0.593,ràpid,acustic,0.0313,NA,NA,NA,29,4
en_viu,-7.064,NA,NA,NA,NA,NA,mitjà,NA,0.0472,2,sense_veu,1,72,NA
NA,-4.693,0.897,117995,4,NA,0.628,ràpid,no_acustic,0.219,1,sense_veu,0,69,4
gravada,-4.053,0.694,NA,4,NA,0.881,mitjà,NA,0.0701,1,sense_veu,NA,66,4
mig,-5.502,NA,163220,4,0.822,0.881,mitjà,no_acustic,0.0381,9,NA,NA,68,4
gravada,-2.877,0.718,205821,NA,0.751,0.794,mitjà,mig_acustic,0.0703,11,sense_veu,0,65,NA
mig,-6.371,0.464,298920,4,NA,NA,ràpid,no_acustic,NA,10,NA,1,66,4
en_viu,-4.602,0.713,176561,4,0.308,0.79,lent,no_acustic,0.0574,7,sense_veu,0,15,4
mig,-6.684,0.732,161463,4,0.339,0.52,NA,mig_acustic,NA,2,sense_veu,NA,38,4
en_viu,-6.105,0.38,NA,NA,0.0534,NA,mitjà,NA,0.0405,NA,sense_veu,1,18,NA
en_viu,-8.422,0.417,347093,4,0.593,NA,lent,no_acustic,NA,2,sense_veu,1,21,4
gravada,-5.194,0.878,279256,4,0.178,0.527,mitjà,NA,0.111,4,sense_veu,0,74,4
en_viu,-14.976,0.659,203600,NA,0.694,NA,lent,acustic,NA,4,sense_veu,1,42,NA
mig,NA,0.631,185013,NA,NA,0.67,ràpid,no_acustic,0.153,8,sense_veu,1,59,NA
NA,-2.32,0.647,119360,NA,0.496,NA,mitjà,no_acustic,0.292,10,sense_veu,0,47,NA
mig,-3.995,0.73,NA,NA,0.758,0.934,mitjà,mig_acustic,0.078,NA,sense_veu,1,74,NA
gravada,NA,0.697,197968,4,0.21,0.779,lent,mig_acustic,0.0395,2,sense_veu,1,49,4
NA,-8.091,0.802,235871,4,0.418,0.354,mitjà,NA,0.034,1,sense_veu,NA,48,4
gravada,-6.283,NA,NA,4,0.714,0.759,mitjà,no_acustic,0.0342,8,sense_veu,1,42,4
en_viu,-4.53,NA,160636,4,0.78,0.927,ràpid,mig_acustic,0.338,1,sense_veu,1,40,4
NA,NA,NA,227560,4,0.831,0.812,NA,NA,NA,NA,NA,0,37,4
gravada,NA,0.728,NA,4,0.365,0.584,NA,NA,0.176,10,NA,0,83,4
mig,NA,NA,NA,NA,0.388,0.929,lent,no_acustic,NA,7,sense_veu,1,5,NA
mig,-5.599,NA,244960,4,0.661,0.524,lent,acustic,0.0338,8,sense_veu,1,87,4
mig,-15.423,0.399,NA,NA,0.253,0.233,NA,NA,NA,NA,molta_veu,NA,70,NA
mig,NA,0.607,157280,4,0.494,0.458,lent,NA,0.0503,9,sense_veu,NA,57,4
gravada,-7.555,0.708,221007,NA,0.962,0.709,lent,NA,NA,NA,sense_veu,1,69,NA
gravada,NA,0.871,202754,4,0.448,NA,NA,mig_acustic,NA,0,sense_veu,0,64,4
gravada,-6.937,0.696,272546,4,0.963,NA,mitjà,acustic,NA,NA,NA,1,56,4
en_viu,-4.217,0.637,NA,4,NA,NA,mitjà,mig_acustic,0.459,1,NA,1,43,4
NA,NA,NA,170960,4,0.393,0.848,mitjà,NA,0.068,NA,sense_veu,NA,39,4
gravada,NA,0.517,NA,4,0.386,NA,NA,no_acustic,0.0761,7,sense_veu,1,56,4
en_viu,-5.792,NA,223962,4,0.458,NA,mitjà,mig_acustic,0.109,11,NA,0,76,4
en_viu,NA,0.509,278746,4,NA,0.584,ràpid,no_acustic,0.057,0,sense_veu,1,71,4
mig,-6.574,0.793,NA,4,0.78,0.639,lent,NA,NA,9,sense_veu,0,41,4
en_viu,NA,0.733,236093,4,NA,0.899,NA,NA,NA,0,NA,1,77,4
NA,-7.689,NA,NA,4,NA,0.878,ràpid,no_acustic,NA,0,sense_veu,1,36,4
en_viu,-4.179,0.746,179693,4,0.667,NA,ràpid,acustic,0.107,4,sense_veu,0,87,4
mig,NA,NA,209711,NA,0.308,0.743,NA,acustic,0.344,9,sense_veu,0,42,NA
mig,NA,0.733,193439,NA,NA,0.622,ràpid,mig_acustic,0.0713,NA,molta_veu,NA,14,NA
mig,NA,0.787,159600,4,0.47,0.343,lent,acustic,NA,0,sense_veu,NA,26,4
en_viu,-5.917,0.682,212061,4,0.43,0.843,lent,no_acustic,0.0364,NA,sense_veu,0,41,4
gravada,-5.663,0.734,249920,4,NA,0.921,ràpid,no_acustic,0.0436,11,sense_veu,0,54,4
mig,-6.251,0.647,249626,NA,0.687,0.729,NA,NA,NA,NA,NA,NA,78,NA
gravada,-4.7,NA,NA,4,0.891,0.79,mitjà,mig_acustic,0.0257,NA,NA,NA,76,4
mig,-9.415,NA,NA,4,0.828,0.503,NA,mig_acustic,0.0588,7,sense_veu,1,28,4
NA,-5.681,0.905,NA,4,NA,0.756,mitjà,no_acustic,0.216,NA,NA,1,58,4
NA,NA,0.833,95992,NA,0.843,NA,lent,acustic,0.272,3,molta_veu,0,50,NA
mig,-14.374,0.431,NA,NA,0.112,0.323,ràpid,acustic,NA,11,NA,1,53,NA
gravada,NA,NA,174705,4,0.328,NA,mitjà,no_acustic,0.0568,0,NA,1,65,4
en_viu,-4.369,0.876,NA,4,0.742,0.649,NA,mig_acustic,0.0691,0,NA,1,73,4
NA,-6.453,NA,169041,4,NA,NA,lent,acustic,0.157,1,NA,1,54,4
en_viu,-7.957,NA,225133,4,0.694,NA,NA,mig_acustic,0.0702,6,sense_veu,1,12,4
gravada,-3.36,0.539,171733,4,0.352,NA,ràpid,NA,NA,4,NA,0,25,4
mig,-4.661,0.703,193613,NA,NA,NA,mitjà,mig_acustic,0.0291,7,sense_veu,0,76,NA
mig,-5.661,NA,195546,4,NA,0.65,ràpid,no_acustic,0.312,6,sense_veu,NA,75,4
mig,NA,0.479,313026,4,0.669,NA,mitjà,mig_acustic,0.0318,NA,sense_veu,1,70,4
NA,-10.867,0.617,164000,NA,NA,0.297,mitjà,NA,0.0317,NA,sense_veu,1,10,NA
en_viu,-5.327,0.757,NA,4,NA,0.69,NA,mig_acustic,0.282,1,sense_veu,0,89,4
en_viu,-4.76,0.526,231693,4,0.458,0.9,NA,no_acustic,0.0531,4,NA,0,57,4
gravada,NA,0.081,210025,4,NA,0.0989,NA,acustic,0.0418,11,NA,NA,43,4
mig,-3.209,0.704,241893,NA,0.533,0.664,lent,NA,NA,9,sense_veu,0,70,NA
en_viu,NA,NA,NA,4,NA,NA,mitjà,NA,0.0255,0,sense_veu,1,31,4
gravada,-12.444,0.642,210826,NA,0.85,0.641,mitjà,mig_acustic,0.049,NA,sense_veu,1,57,NA
en_viu,-9.545,0.441,208226,3,NA,0.379,ràpid,acustic,0.0449,NA,sense_veu,1,79,3
mig,-3.916,NA,166946,4,NA,0.904,mitjà,NA,0.0388,4,sense_veu,1,76,4
mig,-12.151,0.641,279280,4,0.548,NA,lent,NA,NA,0,sense_veu,0,23,4
en_viu,NA,NA,159912,4,0.676,NA,NA,no_acustic,0.0885,4,sense_veu,NA,50,4
mig,-11.237,0.873,NA,4,NA,0.639,NA,acustic,0.121,1,sense_veu,NA,42,4
mig,NA,NA,NA,4,NA,0.569,lent,mig_acustic,NA,2,NA,1,69,4
en_viu,-2.591,0.457,215510,4,NA,0.899,NA,NA,0.132,NA,NA,NA,74,4
en_viu,-4.699,0.718,NA,4,0.497,NA,mitjà,NA,NA,NA,sense_veu,NA,24,4
gravada,-7.539,0.602,256093,4,NA,NA,lent,acustic,0.0314,NA,sense_veu,1,50,4
gravada,NA,0.575,NA,4,NA,0.954,mitjà,no_acustic,0.0442,1,sense_veu,0,62,4
en_viu,NA,0.539,254556,4,NA,NA,NA,no_acustic,NA,1,sense_veu,0,24,4
NA,-5.624,NA,NA,NA,0.535,0.729,NA,NA,0.103,NA,sense_veu,NA,64,NA
mig,NA,NA,177139,4,0.485,0.543,NA,mig_acustic,0.103,NA,sense_veu,0,82,4
en_viu,NA,0.741,NA,4,0.447,0.555,mitjà,NA,NA,0,sense_veu,NA,47,4
mig,-7.956,0.557,186653,NA,0.337,0.352,lent,NA,0.0716,4,sense_veu,NA,59,NA
mig,NA,0.577,143426,NA,0.372,0.312,lent,NA,0.0448,0,NA,0,7,NA
gravada,NA,0.617,241933,4,0.817,0.936,ràpid,NA,NA,NA,NA,0,62,4
en_viu,NA,0.622,220293,NA,0.892,0.807,NA,mig_acustic,0.408,NA,NA,0,78,NA
NA,-7.549,0.287,365000,4,0.126,NA,ràpid,mig_acustic,0.0304,0,sense_veu,1,59,4
gravada,-11.996,0.295,NA,NA,NA,0.821,mitjà,no_acustic,0.0585,NA,molta_veu,1,16,NA
mig,-7.725,NA,NA,4,0.411,NA,lent,no_acustic,NA,NA,sense_veu,1,62,4
gravada,NA,0.786,163880,4,0.913,0.764,lent,mig_acustic,0.0798,11,NA,1,34,4
gravada,-4.35,0.714,202240,4,0.352,0.617,ràpid,NA,NA,NA,sense_veu,1,12,4
NA,-11.036,0.674,188773,4,0.748,NA,lent,acustic,NA,0,sense_veu,NA,43,4
gravada,-6.534,0.613,177466,4,0.564,0.485,ràpid,NA,NA,1,NA,0,26,4
mig,-6.963,NA,NA,4,0.657,NA,lent,NA,NA,4,sense_veu,1,57,4
en_viu,NA,0.526,NA,3,0.807,0.531,ràpid,acustic,0.0611,5,sense_veu,NA,19,3
mig,-4.722,0.638,180000,NA,0.249,0.717,lent,acustic,0.0337,2,sense_veu,1,94,NA
NA,-6.021,0.804,212438,NA,NA,NA,mitjà,no_acustic,0.0385,NA,sense_veu,NA,48,NA
en_viu,-5.124,0.511,328560,NA,0.785,NA,ràpid,acustic,NA,4,sense_veu,NA,19,NA
mig,NA,0.525,174213,NA,0.559,NA,NA,NA,0.0383,0,sense_veu,0,44,NA
gravada,-5.876,0.541,203106,4,NA,0.597,ràpid,no_acustic,0.0486,0,sense_veu,0,6,4
NA,NA,NA,228786,4,0.539,NA,ràpid,no_acustic,0.0998,1,NA,1,3,4
en_viu,-11.417,0.62,129333,NA,NA,0.533,ràpid,acustic,NA,NA,sense_veu,1,53,NA
mig,-10.281,0.402,260026,4,0.0931,NA,NA,acustic,0.033,NA,NA,1,2,4
NA,-6.806,0.623,NA,NA,0.829,0.781,lent,mig_acustic,NA,NA,sense_veu,1,59,NA
en_viu,-10.706,NA,232240,4,NA,0.577,NA,NA,0.337,7,NA,1,16,4
en_viu,-7.04,0.577,NA,NA,NA,0.808,ràpid,NA,NA,1,sense_veu,NA,71,NA
mig,-8.074,NA,NA,4,0.422,0.412,ràpid,no_acustic,0.124,7,NA,1,94,4
gravada,-6.396,0.639,NA,NA,NA,0.782,ràpid,NA,NA,6,NA,NA,22,NA
en_viu,-4.523,0.776,NA,4,0.89,NA,lent,mig_acustic,0.0375,2,sense_veu,NA,43,4
NA,-8.623,NA,217284,4,NA,0.539,mitjà,mig_acustic,0.0349,0,NA,NA,66,4
NA,-4.909,0.841,NA,4,0.776,NA,mitjà,no_acustic,0.0807,4,sense_veu,0,42,4
en_viu,NA,NA,257546,4,NA,0.411,lent,NA,0.0557,NA,sense_veu,1,63,4
gravada,-5.575,0.585,214746,NA,0.257,0.606,NA,no_acustic,0.037,5,sense_veu,0,42,NA
NA,-6.2,NA,275080,4,NA,NA,ràpid,mig_acustic,NA,0,NA,NA,81,4
NA,-8.109,0.581,148306,4,0.823,0.961,NA,NA,0.0593,NA,sense_veu,1,55,4
gravada,-5.511,0.653,NA,NA,NA,0.621,NA,mig_acustic,0.416,0,sense_veu,NA,56,NA
gravada,-11.974,0.921,334360,4,0.724,0.529,NA,mig_acustic,0.0851,2,sense_veu,1,57,4
NA,NA,NA,167106,4,0.372,0.701,ràpid,NA,0.244,6,sense_veu,NA,68,4
mig,-13.146,NA,NA,4,0.223,NA,lent,NA,0.0441,0,molta_veu,NA,53,4
mig,-5.467,0.821,NA,NA,0.0985,0.567,mitjà,no_acustic,NA,7,sense_veu,NA,52,NA
mig,-6.021,0.762,209320,NA,0.608,0.7,mitjà,no_acustic,0.0694,9,sense_veu,NA,88,NA
en_viu,-5.135,0.633,168640,NA,0.473,0.559,mitjà,NA,0.313,6,sense_veu,NA,81,NA
NA,-5.912,NA,254000,4,0.814,0.801,mitjà,mig_acustic,NA,9,sense_veu,NA,13,4
mig,NA,0.684,NA,4,0.784,0.481,mitjà,acustic,0.0384,NA,sense_veu,NA,32,4
en_viu,-4.921,0.917,224903,4,0.441,0.786,ràpid,NA,0.208,11,NA,0,85,4
en_viu,NA,0.582,244506,NA,0.413,0.758,lent,NA,0.0464,5,sense_veu,1,21,NA
mig,-9.378,0.769,199440,NA,NA,0.341,NA,mig_acustic,0.123,NA,sense_veu,0,50,NA
gravada,NA,0.59,216773,4,0.499,0.355,ràpid,acustic,0.0352,9,sense_veu,1,76,4
NA,-7.096,0.877,NA,4,0.376,NA,lent,no_acustic,NA,NA,sense_veu,1,82,4
mig,-6.733,0.444,NA,4,0.341,NA,mitjà,NA,NA,6,NA,1,54,4
en_viu,-4.71,0.487,161626,NA,0.499,NA,ràpid,no_acustic,NA,1,sense_veu,1,45,NA
NA,-13.843,0.619,NA,4,NA,0.22,lent,acustic,0.0667,NA,sense_veu,1,69,4
NA,NA,0.901,NA,NA,0.329,NA,lent,no_acustic,0.33,NA,sense_veu,1,99,NA
en_viu,-5.408,0.614,184642,NA,0.565,NA,NA,no_acustic,0.0419,1,sense_veu,NA,42,NA
mig,-7.623,0.717,190773,4,NA,0.529,ràpid,acustic,0.0563,0,sense_veu,NA,51,4
en_viu,-6.289,0.604,324466,4,NA,0.693,NA,NA,0.031,0,NA,0,54,4
en_viu,NA,0.651,NA,4,0.909,0.476,lent,NA,0.0843,0,sense_veu,0,46,4
NA,-11.384,0.572,247373,NA,0.351,0.409,mitjà,NA,NA,3,sense_veu,1,71,NA
NA,NA,0.454,NA,NA,NA,0.66,NA,NA,0.168,0,NA,1,68,NA
mig,-3.267,NA,211460,4,0.664,0.815,mitjà,mig_acustic,0.0321,6,sense_veu,NA,65,4
NA,NA,NA,NA,4,NA,0.418,NA,acustic,0.0324,7,sense_veu,1,66,4
gravada,-5.265,NA,NA,4,0.585,0.699,mitjà,acustic,0.0578,NA,sense_veu,1,62,4
mig,-4.267,0.599,288876,4,0.817,0.667,lent,mig_acustic,NA,7,sense_veu,1,27,4
NA,-5.681,NA,209653,4,NA,0.768,ràpid,no_acustic,0.103,8,NA,0,60,4
NA,NA,NA,NA,4,0.521,0.92,ràpid,acustic,0.411,3,sense_veu,NA,54,4
mig,NA,0.708,NA,4,0.72,0.868,mitjà,no_acustic,NA,6,sense_veu,NA,77,4
en_viu,-5.636,NA,189946,4,0.884,0.975,NA,mig_acustic,NA,6,sense_veu,1,41,4
NA,-4.557,0.54,208973,4,NA,NA,lent,NA,0.231,1,sense_veu,0,53,4
NA,NA,NA,239133,NA,0.87,0.768,ràpid,acustic,0.0339,9,sense_veu,NA,23,NA
NA,-7.278,0.58,146526,4,0.0952,0.647,lent,mig_acustic,0.142,6,sense_veu,0,43,4
mig,-10.576,0.552,212040,1,0.0854,0.173,NA,NA,0.0292,NA,sense_veu,1,79,1
en_viu,-6.152,0.663,NA,4,NA,0.673,NA,NA,0.0586,NA,sense_veu,0,69,4
NA,-6.039,NA,235106,NA,0.498,0.89,lent,no_acustic,0.0764,10,sense_veu,NA,47,NA
en_viu,-5.9,0.749,NA,4,0.751,0.844,NA,NA,NA,10,sense_veu,1,55,4
mig,NA,NA,202466,4,0.586,NA,NA,NA,0.081,4,sense_veu,0,63,4
NA,-11.354,0.66,166932,NA,0.206,NA,mitjà,NA,0.0423,NA,sense_veu,NA,38,NA
gravada,-7.217,NA,NA,NA,0.791,0.379,ràpid,NA,0.0955,5,sense_veu,0,67,NA
en_viu,-7.381,0.824,213965,4,NA,NA,mitjà,mig_acustic,0.196,11,sense_veu,1,40,4
gravada,NA,0.532,NA,4,NA,NA,lent,mig_acustic,0.0522,10,molta_veu,NA,58,4
NA,NA,0.746,216842,4,0.203,NA,NA,mig_acustic,0.17,NA,sense_veu,NA,70,4
mig,-7.34,0.645,232453,4,NA,0.792,NA,mig_acustic,0.036,4,sense_veu,0,76,4
mig,-8.556,0.733,226857,4,0.122,0.62,lent,mig_acustic,0.0698,3,sense_veu,1,59,4
gravada,NA,0.726,243413,4,0.711,0.861,NA,mig_acustic,0.0695,6,NA,NA,60,4
NA,-5.509,0.532,NA,4,0.755,0.767,NA,NA,0.0574,7,sense_veu,NA,77,4
en_viu,-5.587,0.602,258426,4,0.461,0.907,NA,NA,NA,1,sense_veu,1,59,4
en_viu,NA,0.671,232853,NA,NA,0.837,lent,acustic,0.436,1,sense_veu,0,68,NA
gravada,NA,0.676,NA,4,0.81,0.762,mitjà,acustic,NA,1,NA,1,64,4
NA,NA,0.667,72000,4,0.456,0.242,lent,NA,0.066,NA,poca_veu,0,46,4
en_viu,-3.719,NA,202500,4,0.15,0.9,mitjà,NA,0.0377,0,sense_veu,NA,83,4
mig,-4.855,0.334,206605,4,0.306,0.81,ràpid,no_acustic,0.0632,9,sense_veu,0,70,4
NA,-8.026,NA,NA,4,0.726,0.71,ràpid,NA,0.0299,2,sense_veu,1,61,4
gravada,NA,NA,121160,NA,0.918,0.789,mitjà,NA,0.0676,8,sense_veu,1,77,NA
NA,-10.767,0.474,123160,4,0.0723,0.513,mitjà,acustic,0.0323,1,molta_veu,1,42,4
NA,-10.748,NA,214192,4,0.353,0.474,ràpid,acustic,0.158,2,NA,0,34,4
gravada,-6.053,0.548,164120,4,0.813,0.688,ràpid,acustic,0.0372,NA,sense_veu,1,61,4
mig,NA,0.657,NA,NA,0.39,NA,NA,acustic,NA,NA,NA,1,62,NA
en_viu,-3.167,0.681,162425,4,0.267,0.774,NA,mig_acustic,0.0787,1,sense_veu,NA,18,4
gravada,NA,0.628,197266,NA,0.104,0.593,mitjà,mig_acustic,0.0323,8,NA,1,81,NA
mig,-6.52,0.596,NA,NA,0.472,0.838,lent,NA,NA,5,sense_veu,0,72,NA
en_viu,-0.578,NA,196746,4,0.952,0.958,mitjà,NA,0.0537,4,sense_veu,0,61,4
NA,-6.26,0.86,NA,4,0.663,0.566,NA,acustic,0.0724,NA,sense_veu,1,53,4
NA,NA,0.555,NA,4,NA,0.423,NA,acustic,0.044,0,sense_veu,NA,24,4
en_viu,-6.423,0.732,177073,4,0.643,0.734,mitjà,NA,0.107,0,NA,1,51,4
gravada,-19.39,0.651,185756,4,NA,0.16,NA,NA,0.0354,4,NA,1,48,4
NA,-9.683,0.586,178476,4,NA,NA,NA,acustic,0.0528,0,sense_veu,NA,24,4
mig,-3.603,0.349,287826,4,0.224,NA,ràpid,no_acustic,0.0692,NA,sense_veu,NA,59,4
en_viu,-2.806,NA,195637,NA,0.742,0.743,ràpid,mig_acustic,NA,7,sense_veu,NA,69,NA
gravada,-7.328,0.636,329013,NA,0.632,NA,NA,NA,NA,NA,NA,NA,13,NA
gravada,NA,0.0962,NA,4,0.0365,0.259,lent,acustic,0.0471,0,NA,1,49,4
NA,NA,0.769,193946,4,0.643,0.303,NA,acustic,0.0367,0,NA,1,39,4
gravada,NA,NA,NA,4,NA,NA,ràpid,acustic,NA,NA,sense_veu,1,49,4
gravada,-3.258,0.508,239760,4,0.689,NA,lent,no_acustic,0.0392,8,NA,1,8,4
mig,-4.475,0.453,NA,4,0.434,0.884,ràpid,mig_acustic,0.286,NA,sense_veu,1,29,4
gravada,-6.819,0.652,233305,NA,NA,0.757,ràpid,mig_acustic,NA,1,sense_veu,NA,75,NA
mig,-6.626,0.746,NA,4,0.812,NA,NA,acustic,0.0675,NA,sense_veu,0,65,4
NA,-9.434,NA,206222,4,0.207,0.548,ràpid,NA,0.175,NA,sense_veu,0,63,4
gravada,NA,0.477,NA,4,NA,0.262,mitjà,mig_acustic,NA,1,molta_veu,0,55,4
mig,-7.902,0.42,238666,4,0.476,0.672,NA,no_acustic,0.027,6,sense_veu,1,72,4
en_viu,-5.176,0.688,205600,NA,NA,0.768,ràpid,NA,NA,1,NA,NA,55,NA
gravada,-12.196,0.212,156893,NA,NA,0.334,ràpid,acustic,NA,NA,sense_veu,1,12,NA
mig,-15.11,0.579,NA,4,0.353,0.267,NA,mig_acustic,NA,4,sense_veu,1,67,4
NA,-10.476,0.52,213000,4,0.326,NA,ràpid,acustic,0.0403,4,sense_veu,1,64,4
mig,-5.844,0.516,218627,NA,0.174,NA,NA,NA,0.0659,9,NA,1,51,NA
NA,-6.578,NA,236333,4,0.446,0.869,NA,no_acustic,0.051,6,sense_veu,0,48,4
NA,NA,0.49,238491,4,0.376,0.972,lent,no_acustic,NA,10,NA,NA,42,4
mig,-3.623,0.723,NA,NA,0.369,0.721,ràpid,mig_acustic,NA,0,sense_veu,NA,57,NA
en_viu,-5.242,0.8,234533,4,0.717,0.863,NA,NA,0.0575,NA,molta_veu,1,71,4
mig,-8.15,0.483,NA,4,0.273,0.305,lent,acustic,0.268,11,sense_veu,0,53,4
en_viu,-6.701,NA,254615,4,NA,0.602,lent,no_acustic,NA,NA,sense_veu,0,41,4
mig,-4.267,0.599,NA,4,NA,0.667,NA,mig_acustic,0.0367,7,sense_veu,NA,27,4
gravada,NA,0.671,265951,NA,NA,0.651,ràpid,NA,0.31,9,NA,0,0,NA
en_viu,-9.929,0.707,166266,4,0.79,0.483,mitjà,NA,0.0371,0,sense_veu,1,43,4
mig,-9.449,0.422,203573,NA,0.159,NA,lent,acustic,0.0325,7,NA,1,43,NA
mig,NA,0.804,199944,4,0.619,0.823,NA,NA,NA,11,NA,NA,67,4
NA,NA,NA,235245,4,NA,0.831,NA,NA,0.158,0,sense_veu,NA,35,4
en_viu,NA,0.72,NA,4,0.642,NA,mitjà,no_acustic,0.0406,1,sense_veu,1,33,4
en_viu,NA,NA,234773,4,0.555,0.997,mitjà,no_acustic,0.0483,11,molta_veu,NA,55,4
gravada,NA,0.702,363640,4,0.973,0.59,NA,acustic,0.0302,2,sense_veu,NA,65,4
