"ID","acousticness","instrumentalness","loudness","energy","tempo","liveness","audio_valence","danceability","speechiness","song_duration_min","key","audio_mode","song_popularity","loudness_energy_impact","is_very_danceable","energy_dance_synergy","emotional_intensity"
5365,"mig_acustic","sense_veu",-4.853,0.68,"ràpid","en_viu",0.565,0.796,0.256,3.17443333333333,10,0,78,-3.30004,1,0.54128,0.3842
5366,"acustic","sense_veu",-5.373,0.717,"lent","mig",0.249,0.638,0.0337,3,9,1,94,-3.852441,0,0.457446,0.178533
5367,"acustic","molta_veu",-21.643,0.0282,"mitjà","mig",0.0399,0.184,0.0408,4.56225,2,0,50,-0.6103326,0,0.0051888,0.00112518
5368,"acustic","sense_veu",-14.533,0.175,"lent","mig",0.845,0.755,0.0475,2.3251,0,0,5,-2.543275,1,0.132125,0.147875
5369,"mig_acustic","sense_veu",-6.381,0.684,"mitjà","mig",0.371,0.378,0.0406,3.3851,6,1,76,-4.364604,0,0.258552,0.253764
5370,"no_acustic","sense_veu",-5.582,0.731,"ràpid","en_viu",0.617,0.474,0.0406,4.22176666666667,0,1,66,-4.080442,0,0.346494,0.451027
5371,"mig_acustic","sense_veu",-14.918,0.434,"lent","mig",0.685,0.439,0.0265,4.65466666666667,0,1,77,-6.474412,0,0.190526,0.29729
5372,"no_acustic","sense_veu",-12.846,0.103,"mitjà","en_viu",0.444,0.482,0.149,4.20821666666667,2,1,66,-1.323138,0,0.049646,0.045732
5373,"acustic","sense_veu",-11.013,0.456,"mitjà","gravada",0.672,0.611,0.0278,3.9271,5,1,42,-5.021928,0,0.278616,0.306432
5374,"mig_acustic","poca_veu",-9.633,0.557,"mitjà","mig",0.635,0.792,0.248,2.72855,10,1,51,-5.365581,1,0.441144,0.353695
5375,"acustic","sense_veu",-10.706,0.456,"mitjà","en_viu",0.152,0.611,0.06,2.0125,6,1,62,-4.881936,0,0.278616,0.069312
5376,"no_acustic","sense_veu",-3.75,0.92,"mitjà","gravada",0.721,0.907,0.0854,3.43873333333333,0,1,70,-3.45,1,0.83444,0.66332
5377,"mig_acustic","sense_veu",-11.497,0.727,"ràpid","en_viu",0.435,0.771,0.238,2.70776666666667,4,0,23,-8.358319,1,0.560517,0.316245
5378,"acustic","poca_veu",-6.287,0.57,"lent","en_viu",0.379,0.714,0.0233,4.84611666666667,8,0,60,-3.58359,1,0.40698,0.21603
5379,"mig_acustic","sense_veu",-8.949,0.457,"mitjà","mig",0.21,0.905,0.269,2.54355,2,1,66,-4.089693,1,0.413585,0.09597
5380,"mig_acustic","sense_veu",-8.142,0.743,"ràpid","mig",0.877,0.815,0.0897,5.6351,1,1,40,-6.049506,1,0.605545,0.651611
5381,"mig_acustic","sense_veu",-9.54,0.57,"ràpid","mig",0.441,0.589,0.361,2.5171,1,1,73,-5.4378,0,0.33573,0.25137
5382,"acustic","sense_veu",-11.565,0.198,"mitjà","mig",0.24,0.51,0.0311,3.08888333333333,5,1,43,-2.28987,0,0.10098,0.04752
5383,"no_acustic","sense_veu",-5.34,0.914,"ràpid","en_viu",0.149,0.508,0.0544,3.50951666666667,0,0,55,-4.88076,0,0.464312,0.136186
5384,"no_acustic","sense_veu",-6.43,0.655,"lent","gravada",0.66,0.463,0.033,3.85955,7,0,48,-4.21165,0,0.303265,0.4323
5385,"acustic","sense_veu",-8.386,0.495,"mitjà","gravada",0.748,0.772,0.034,2.71755,0,1,39,-4.15107,1,0.38214,0.37026
5386,"acustic","sense_veu",-9.629,0.649,"ràpid","en_viu",0.201,0.391,0.219,2.62221666666667,3,0,70,-6.249221,0,0.253759,0.130449
5387,"acustic","sense_veu",-10.983,0.776,"ràpid","mig",0.477,0.404,0.0466,2.5271,9,1,48,-8.522808,0,0.313504,0.370152
5388,"mig_acustic","sense_veu",-7.032,0.614,"lent","mig",0.508,0.731,0.0628,2.98716666666667,11,0,69,-4.317648,1,0.448834,0.311912
5389,"no_acustic","sense_veu",-6.309,0.766,"ràpid","gravada",0.483,0.643,0.0856,2.85713333333333,10,1,88,-4.832694,0,0.492538,0.369978
5390,"no_acustic","sense_veu",-2.674,0.987,"mitjà","gravada",0.549,0.545,0.254,3.01091666666667,6,1,42,-2.639238,0,0.537915,0.541863
5391,"acustic","sense_veu",-9.558,0.486,"lent","gravada",0.444,0.725,0.122,3.77141666666667,3,0,43,-4.645188,1,0.35235,0.215784
5392,"mig_acustic","sense_veu",-3.776,0.973,"lent","en_viu",0.838,0.749,0.0838,4.71211666666667,11,1,33,-3.674048,1,0.728777,0.815374
5393,"mig_acustic","sense_veu",-7.77,0.699,"lent","mig",0.871,0.921,0.189,2.96006666666667,10,1,71,-5.43123,1,0.643779,0.608829
5394,"no_acustic","sense_veu",-2.966,0.966,"ràpid","en_viu",0.533,0.447,0.089,3.08473333333333,7,0,68,-2.865156,0,0.431802,0.514878
5395,"mig_acustic","sense_veu",-7.113,0.911,"lent","mig",0.932,0.522,0.0354,4.38333333333333,5,0,39,-6.479943,0,0.475542,0.849052
5396,"acustic","sense_veu",-4.029,0.671,"lent","en_viu",0.258,0.763,0.292,3.29156666666667,1,0,69,-2.703459,1,0.511973,0.173118
5397,"acustic","sense_veu",-14.723,0.186,"mitjà","en_viu",0.791,0.684,0.0805,2.8,4,1,63,-2.738478,0,0.127224,0.147126
5398,"mig_acustic","sense_veu",-7.719,0.51,"ràpid","mig",0.213,0.845,0.224,4.14776666666667,11,0,76,-3.93669,1,0.43095,0.10863
5399,"mig_acustic","sense_veu",-3.78,0.834,"lent","en_viu",0.757,0.65,0.0356,3.59955,5,0,12,-3.15252,0,0.5421,0.631338
5400,"no_acustic","sense_veu",-3.394,0.857,"mitjà","mig",0.446,0.709,0.0881,4.33721666666667,9,1,86,-2.908658,1,0.607613,0.382222
5401,"acustic","molta_veu",-30.226,0.0454,"lent","gravada",0.0856,0.287,0.0455,4.36843333333333,5,1,49,-1.3722604,0,0.0130298,0.00388624
5402,"mig_acustic","sense_veu",-6.4,0.476,"mitjà","gravada",0.335,0.822,0.0589,3.10333333333333,5,0,45,-3.0464,1,0.391272,0.15946
5403,"no_acustic","sense_veu",-7.164,0.851,"mitjà","en_viu",0.107,0.681,0.052,2.86888333333333,2,1,69,-6.096564,0,0.579531,0.091057
5404,"mig_acustic","sense_veu",-8.065,0.766,"lent","en_viu",0.205,0.782,0.224,4.1211,6,0,57,-6.17779,1,0.599012,0.15703
5405,"no_acustic","molta_veu",-6.02,0.894,"ràpid","en_viu",0.618,0.251,0.037,4.88268333333333,3,0,35,-5.38188,0,0.224394,0.552492
5406,"acustic","sense_veu",-15.214,0.0909,"ràpid","en_viu",0.509,0.655,0.0751,2.70155,0,1,0,-1.3829526,0,0.0595395,0.0462681
5407,"mig_acustic","sense_veu",-7.163,0.525,"ràpid","mig",0.508,0.586,0.0615,4.33755,1,0,79,-3.760575,0,0.30765,0.2667
5408,"no_acustic","molta_veu",-2.404,0.86,"mitjà","gravada",0.663,0.805,0.0471,2.24888333333333,6,1,62,-2.06744,1,0.6923,0.57018
5409,"acustic","sense_veu",-7.295,0.472,"mitjà","en_viu",0.349,0.637,0.0271,2.99333333333333,5,1,59,-3.44324,0,0.300664,0.164728
5410,"acustic","sense_veu",-12.599,0.162,"mitjà","mig",0.13,0.563,0.0358,1.786,10,0,45,-2.041038,0,0.091206,0.02106
5411,"no_acustic","molta_veu",-7.012,0.465,"ràpid","mig",0.0716,0.805,0.226,7.5227,8,0,58,-3.26058,1,0.374325,0.033294
5412,"no_acustic","poca_veu",-11.839,0.707,"mitjà","gravada",0.469,0.21,0.0412,3.75286666666667,8,1,56,-8.370173,0,0.14847,0.331583
5413,"no_acustic","sense_veu",-8.706,0.474,"ràpid","gravada",0.825,0.841,0.274,3.63155,10,1,57,-4.126644,1,0.398634,0.39105
5414,"mig_acustic","sense_veu",-6.122,0.793,"ràpid","en_viu",0.62,0.496,0.297,3.2852,5,1,74,-4.854746,0,0.393328,0.49166
5415,"acustic","sense_veu",-7.779,0.431,"ràpid","en_viu",0.209,0.607,0.0478,4.00918333333333,5,1,45,-3.352749,0,0.261617,0.090079
5416,"acustic","sense_veu",-10.969,0.441,"mitjà","en_viu",0.59,0.447,0.0331,3.85821666666667,4,1,44,-4.837329,0,0.197127,0.26019
5417,"no_acustic","sense_veu",-6.162,0.212,"mitjà","en_viu",0.267,0.879,0.309,3.06125,11,0,87,-1.306344,1,0.186348,0.056604
5418,"no_acustic","sense_veu",-4.543,0.857,"ràpid","en_viu",0.367,0.8,0.174,3.88478333333333,4,0,92,-3.893351,1,0.6856,0.314519
5419,"acustic","sense_veu",-4.724,0.566,"lent","en_viu",0.218,0.615,0.2,3.99725,6,0,97,-2.673784,0,0.34809,0.123388
5420,"acustic","poca_veu",-19.459,0.0766,"lent","mig",0.496,0.759,0.0508,3.35006666666667,0,1,36,-1.4905594,1,0.0581394,0.0379936
5421,"acustic","sense_veu",-9.858,0.394,"ràpid","en_viu",0.606,0.798,0.28,2.582,6,1,38,-3.884052,1,0.314412,0.238764
5422,"acustic","sense_veu",-8.837,0.811,"mitjà","mig",0.485,0.33,0.149,4.19443333333333,9,0,49,-7.166807,0,0.26763,0.393335
5423,"mig_acustic","sense_veu",-6.044,0.66,"lent","en_viu",0.299,0.686,0.123,3.31576666666667,10,0,80,-3.98904,0,0.45276,0.19734
5424,"mig_acustic","sense_veu",-12.173,0.533,"mitjà","gravada",0.515,0.655,0.0472,3.69621666666667,2,1,26,-6.488209,0,0.349115,0.274495
5425,"mig_acustic","sense_veu",-6.056,0.897,"ràpid","mig",0.375,0.544,0.0471,3.58555,7,0,71,-5.432232,0,0.487968,0.336375
5426,"acustic","sense_veu",-18.772,0.198,"ràpid","mig",0.154,0.319,0.0398,6.18733333333333,4,1,4,-3.716856,0,0.063162,0.030492
5427,"acustic","sense_veu",-9.448,0.515,"lent","mig",0.489,0.519,0.031,3.86266666666667,5,1,67,-4.86572,0,0.267285,0.251835
5428,"acustic","sense_veu",-8.131,0.289,"lent","mig",0.361,0.547,0.0348,2.76021666666667,6,1,79,-2.349859,0,0.158083,0.104329
5429,"mig_acustic","sense_veu",-4.449,0.779,"lent","en_viu",0.821,0.631,0.0972,3.69421666666667,0,0,89,-3.465771,0,0.491549,0.639559
5430,"acustic","sense_veu",-5.34,0.912,"lent","en_viu",0.0873,0.768,0.14,3.41666666666667,2,1,49,-4.87008,1,0.700416,0.0796176
5431,"mig_acustic","sense_veu",-5.15,0.576,"mitjà","gravada",0.461,0.877,0.0509,3.16266666666667,11,0,65,-2.9664,1,0.505152,0.265536
5432,"mig_acustic","sense_veu",-5.812,0.768,"lent","mig",0.595,0.554,0.142,3.58511666666667,8,0,19,-4.463616,0,0.425472,0.45696
5433,"acustic","sense_veu",-13.931,0.274,"ràpid","mig",0.342,0.6,0.295,3.83333333333333,6,1,31,-3.817094,0,0.1644,0.093708
5434,"no_acustic","sense_veu",-6.098,0.75,"lent","mig",0.749,0.721,0.0377,2.69228333333333,10,0,44,-4.5735,1,0.54075,0.56175
5435,"mig_acustic","sense_veu",-6.611,0.783,"mitjà","mig",0.371,0.529,0.0512,3.81348333333333,6,1,76,-5.176413,0,0.414207,0.290493
5436,"acustic","sense_veu",-7.166,0.437,"lent","mig",0.662,0.68,0.211,2.19101666666667,8,1,56,-3.131542,0,0.29716,0.289294
5437,"mig_acustic","sense_veu",-6.106,0.84,"ràpid","gravada",0.207,0.325,0.0891,2.63776666666667,2,0,4,-5.12904,0,0.273,0.17388
5438,"acustic","sense_veu",-18.361,0.108,"mitjà","mig",0.322,0.524,0.0493,4.23221666666667,0,1,23,-1.982988,0,0.056592,0.034776
5439,"acustic","sense_veu",-9.785,0.42,"mitjà","en_viu",0.491,0.762,0.39,3.10243333333333,5,1,40,-4.1097,1,0.32004,0.20622
5440,"no_acustic","sense_veu",-4.986,0.857,"mitjà","gravada",0.632,0.505,0.0384,3.28976666666667,7,1,63,-4.273002,0,0.432785,0.541624
5441,"no_acustic","sense_veu",-2.298,0.66,"mitjà","gravada",0.555,0.653,0.036,3.48356666666667,2,1,63,-1.51668,0,0.43098,0.3663
5442,"acustic","sense_veu",-6.742,0.533,"lent","mig",0.282,0.603,0.0832,3.46955,0,1,66,-3.593486,0,0.321399,0.150306
5443,"mig_acustic","sense_veu",-8.07,0.892,"ràpid","mig",0.661,0.395,0.0537,3.06866666666667,11,1,43,-7.19844,0,0.35234,0.589612
5444,"acustic","sense_veu",-5.089,0.881,"ràpid","en_viu",0.599,0.251,0.141,2.13665,1,1,60,-4.483409,0,0.221131,0.527719
5445,"no_acustic","sense_veu",-4.549,0.971,"mitjà","en_viu",0.811,0.735,0.1,3.39555,8,1,55,-4.417079,1,0.713685,0.787481
5446,"acustic","sense_veu",-12.753,0.291,"lent","en_viu",0.485,0.57,0.0319,3.24553333333333,6,1,61,-3.711123,0,0.16587,0.141135
5447,"acustic","sense_veu",-8.796,0.415,"ràpid","mig",0.537,0.569,0.0289,1.06161666666667,3,0,43,-3.65034,0,0.236135,0.222855
5448,"acustic","sense_veu",-3.906,0.853,"mitjà","en_viu",0.946,0.677,0.0513,3.804,10,0,54,-3.331818,0,0.577481,0.806938
5449,"mig_acustic","sense_veu",-5.824,0.723,"mitjà","gravada",0.674,0.749,0.0432,3.81866666666667,1,1,79,-4.210752,1,0.541527,0.487302
5450,"acustic","sense_veu",-13.589,0.575,"ràpid","gravada",0.126,0.395,0.0296,3.80233333333333,5,1,74,-7.813675,0,0.227125,0.07245
5451,"no_acustic","sense_veu",-5.389,0.833,"mitjà","en_viu",0.581,0.625,0.0347,4.18578333333333,7,0,41,-4.489037,0,0.520625,0.483973
5452,"no_acustic","sense_veu",-5.971,0.893,"ràpid","en_viu",0.262,0.719,0.0437,4.89421666666667,4,1,69,-5.332103,1,0.642067,0.233966
5453,"mig_acustic","sense_veu",-8.32,0.492,"lent","mig",0.239,0.542,0.188,6.02133333333333,7,1,64,-4.09344,0,0.266664,0.117588
5454,"no_acustic","molta_veu",-4.566,0.979,"mitjà","gravada",0.267,0.632,0.0396,2.63491666666667,8,1,63,-4.470114,0,0.618728,0.261393
5455,"acustic","sense_veu",-3.188,0.737,"mitjà","gravada",0.967,0.656,0.0337,2.9458,2,1,60,-2.349556,0,0.483472,0.712679
5456,"no_acustic","sense_veu",-4.403,0.856,"mitjà","en_viu",0.909,0.748,0.0281,2.63915,2,1,39,-3.768968,1,0.640288,0.778104
5457,"acustic","sense_veu",-7.811,0.418,"ràpid","gravada",0.226,0.344,0.0341,3.66488333333333,3,1,56,-3.264998,0,0.143792,0.094468
5458,"mig_acustic","sense_veu",-4.429,0.944,"mitjà","en_viu",0.829,0.758,0.159,3.76621666666667,7,1,52,-4.180976,1,0.715552,0.782576
5459,"mig_acustic","sense_veu",-2.507,0.885,"ràpid","gravada",0.593,0.741,0.14,4.32266666666667,8,1,36,-2.218695,1,0.655785,0.524805
5460,"mig_acustic","sense_veu",-5.461,0.949,"mitjà","en_viu",0.362,0.547,0.0355,5.27355,11,0,35,-5.182489,0,0.519103,0.343538
5461,"no_acustic","sense_veu",-4.245,0.852,"ràpid","mig",0.396,0.345,0.0499,4.08688333333333,11,1,49,-3.61674,0,0.29394,0.337392
5462,"no_acustic","sense_veu",-4.746,0.915,"ràpid","en_viu",0.577,0.448,0.113,4.86821666666667,8,0,80,-4.34259,0,0.40992,0.527955
5463,"acustic","sense_veu",-7.475,0.673,"lent","gravada",0.404,0.808,0.232,3.92408333333333,10,1,4,-5.030675,1,0.543784,0.271892
5464,"mig_acustic","sense_veu",-10.526,0.473,"ràpid","mig",0.357,0.236,0.0269,3.87376666666667,10,1,62,-4.978798,0,0.111628,0.168861
5465,"mig_acustic","sense_veu",-7.927,0.609,"mitjà","gravada",0.537,0.756,0.0544,2.59533333333333,3,1,80,-4.827543,1,0.460404,0.327033
5466,"no_acustic","sense_veu",-3.083,0.901,"ràpid","gravada",0.62,0.52,0.121,4.48053333333333,5,1,42,-2.777783,0,0.46852,0.55862
5467,"no_acustic","sense_veu",-6.53,0.637,"ràpid","mig",0.203,0.541,0.0618,3.31,0,1,64,-4.15961,0,0.344617,0.129311
5468,"mig_acustic","sense_veu",-1.597,0.887,"mitjà","en_viu",0.793,0.711,0.0349,2.63696666666667,3,0,63,-1.416539,1,0.630657,0.703391
5469,"mig_acustic","sense_veu",-7.516,0.663,"ràpid","mig",0.626,0.64,0.0374,2.34621666666667,0,1,81,-4.983108,0,0.42432,0.415038
5470,"acustic","sense_veu",-7.916,0.39,"lent","mig",0.247,0.442,0.0285,3.9206,8,1,35,-3.08724,0,0.17238,0.09633
5471,"mig_acustic","sense_veu",-9.744,0.492,"mitjà","mig",0.789,0.828,0.0276,4.29666666666667,0,0,80,-4.794048,1,0.407376,0.388188
5472,"acustic","sense_veu",-13.78,0.237,"lent","mig",0.108,0.642,0.335,5.31288333333333,7,1,52,-3.26586,0,0.152154,0.025596
5473,"no_acustic","molta_veu",-5.623,0.912,"ràpid","en_viu",0.288,0.646,0.333,4.81888333333333,2,0,16,-5.128176,0,0.589152,0.262656
5474,"no_acustic","sense_veu",-8.883,0.24,"ràpid","en_viu",0.223,0.59,0.0817,2.00915,7,1,7,-2.13192,0,0.1416,0.05352
5475,"acustic","sense_veu",-8.103,0.476,"ràpid","mig",0.587,0.76,0.241,2.69981666666667,8,1,73,-3.857028,1,0.36176,0.279412
5476,"mig_acustic","sense_veu",-9.558,0.7,"ràpid","gravada",0.965,0.586,0.0363,3.27221666666667,0,1,74,-6.6906,0,0.4102,0.6755
5477,"mig_acustic","sense_veu",-7.016,0.597,"ràpid","mig",0.161,0.511,0.0362,4.66733333333333,5,1,71,-4.188552,0,0.305067,0.096117
5478,"mig_acustic","sense_veu",-3.318,0.749,"ràpid","mig",0.358,0.373,0.0405,4.7206,6,1,73,-2.485182,0,0.279377,0.268142
5479,"mig_acustic","sense_veu",-6.196,0.823,"lent","en_viu",0.638,0.643,0.229,2.95376666666667,7,0,60,-5.099308,0,0.529189,0.525074
5480,"mig_acustic","sense_veu",-8.522,0.481,"mitjà","en_viu",0.732,0.704,0.0801,3.47328333333333,10,0,8,-4.099082,1,0.338624,0.352092
5481,"no_acustic","sense_veu",-3.741,0.81,"ràpid","en_viu",0.311,0.479,0.0507,4.9031,7,1,7,-3.03021,0,0.38799,0.25191
5482,"acustic","sense_veu",-6.042,0.491,"lent","en_viu",0.868,0.772,0.0317,2.8834,9,1,73,-2.966622,1,0.379052,0.426188
5483,"no_acustic","sense_veu",-3.889,0.874,"mitjà","en_viu",0.744,0.609,0.0293,3.27221666666667,9,1,61,-3.398986,0,0.532266,0.650256
5484,"acustic","sense_veu",-7.979,0.566,"ràpid","en_viu",0.434,0.484,0.89,2.97905,6,0,45,-4.516114,0,0.273944,0.245644
5485,"mig_acustic","sense_veu",-7.841,0.494,"lent","mig",0.398,0.584,0.0499,3.20435,5,0,46,-3.873454,0,0.288496,0.196612
5486,"mig_acustic","sense_veu",-3.528,0.899,"mitjà","gravada",0.793,0.779,0.0434,3.74888333333333,11,1,68,-3.171672,1,0.700321,0.712907
5487,"no_acustic","molta_veu",-6.945,0.711,"mitjà","gravada",0.584,0.662,0.0439,2.69866666666667,7,0,63,-4.937895,0,0.470682,0.415224
5488,"acustic","sense_veu",-8.125,0.374,"lent","mig",0.487,0.772,0.226,3.488,5,0,45,-3.03875,1,0.288728,0.182138
5489,"mig_acustic","sense_veu",-15.723,0.182,"lent","mig",0.308,0.697,0.0749,3.06488333333333,2,0,25,-2.861586,0,0.126854,0.056056
5490,"acustic","sense_veu",-6.858,0.891,"ràpid","mig",0.537,0.652,0.095,4.74421666666667,0,1,59,-6.110478,0,0.580932,0.478467
5491,"no_acustic","sense_veu",-3.226,0.837,"mitjà","en_viu",0.499,0.699,0.0466,3.53291666666667,7,0,74,-2.700162,0,0.585063,0.417663
5492,"acustic","sense_veu",-5.812,0.648,"lent","en_viu",0.467,0.657,0.0331,3.65176666666667,7,1,57,-3.766176,0,0.425736,0.302616
5493,"mig_acustic","sense_veu",-4.042,0.824,"lent","mig",0.613,0.746,0.037,4.94666666666667,4,0,79,-3.330608,1,0.614704,0.505112
5494,"no_acustic","sense_veu",-9.321,0.315,"mitjà","mig",0.114,0.939,0.487,3.04761666666667,1,1,53,-2.936115,1,0.295785,0.03591
5495,"no_acustic","sense_veu",-5.705,0.71,"mitjà","gravada",0.651,0.86,0.0804,5.26755,1,1,62,-4.05055,1,0.6106,0.46221
5496,"mig_acustic","sense_veu",-2.371,0.839,"lent","gravada",0.793,0.942,0.229,3.63825,11,1,84,-1.989269,1,0.790338,0.665327
5497,"no_acustic","sense_veu",-7.373,0.954,"ràpid","en_viu",0.433,0.398,0.0715,2.47621666666667,6,0,34,-7.033842,0,0.379692,0.413082
5498,"no_acustic","sense_veu",-3.974,0.833,"lent","en_viu",0.692,0.692,0.0492,4.10533333333333,9,1,72,-3.310342,0,0.576436,0.576436
5499,"no_acustic","sense_veu",-6.869,0.687,"mitjà","en_viu",0.816,0.675,0.0396,3.14976666666667,8,1,79,-4.719003,0,0.463725,0.560592
5500,"acustic","sense_veu",-12.79,0.356,"mitjà","mig",0.175,0.726,0.0399,2.62733333333333,7,1,57,-4.55324,1,0.258456,0.0623
5501,"no_acustic","molta_veu",-10.67,0.633,"mitjà","gravada",0.131,0.767,0.0464,4.77118333333333,2,1,61,-6.75411,1,0.485511,0.082923
5502,"no_acustic","sense_veu",-3.307,0.719,"ràpid","en_viu",0.255,0.704,0.111,3.62221666666667,7,1,33,-2.377733,1,0.506176,0.183345
5503,"no_acustic","sense_veu",-8.063,0.597,"lent","mig",0.69,0.508,0.0278,3.8611,2,1,68,-4.813611,0,0.303276,0.41193
5504,"mig_acustic","sense_veu",-5.908,0.742,"lent","gravada",0.472,0.508,0.0628,4.36066666666667,11,0,82,-4.383736,0,0.376936,0.350224
5505,"acustic","sense_veu",-11.627,0.197,"lent","gravada",0.326,0.754,0.105,1.61806666666667,2,1,5,-2.290519,1,0.148538,0.064222
5506,"acustic","sense_veu",-9.591,0.401,"mitjà","mig",0.25,0.68,0.0437,3,4,0,41,-3.845991,0,0.27268,0.10025
5507,"acustic","sense_veu",-11.083,0.447,"lent","mig",0.641,0.7,0.0354,4.28155,8,0,68,-4.954101,0,0.3129,0.286527
5508,"acustic","sense_veu",-5.723,0.537,"mitjà","gravada",0.711,0.921,0.0804,2.2515,9,0,96,-3.073251,1,0.494577,0.381807
5509,"acustic","sense_veu",-6.733,0.792,"mitjà","en_viu",0.453,0.646,0.0434,2.60176666666667,9,1,52,-5.332536,0,0.511632,0.358776
5510,"mig_acustic","sense_veu",-3.998,0.726,"ràpid","en_viu",0.65,0.816,0.129,1.9312,5,0,95,-2.902548,1,0.592416,0.4719
5511,"no_acustic","sense_veu",-7.565,0.61,"lent","gravada",0.788,0.695,0.239,3.22288333333333,7,1,34,-4.61465,0,0.42395,0.48068
5512,"mig_acustic","sense_veu",-3.855,0.62,"mitjà","gravada",0.451,0.845,0.268,3.986,1,1,53,-2.3901,1,0.5239,0.27962
5513,"no_acustic","molta_veu",-5.741,0.974,"lent","en_viu",0.555,0.314,0.0987,4.59288333333333,8,0,48,-5.591734,0,0.305836,0.54057
5514,"mig_acustic","sense_veu",-9.185,0.667,"ràpid","gravada",0.274,0.62,0.219,3.17866666666667,1,0,69,-6.126395,0,0.41354,0.182758
5515,"no_acustic","sense_veu",-8.359,0.503,"lent","gravada",0.583,0.792,0.276,5.616,8,1,65,-4.204577,1,0.398376,0.293249
5516,"mig_acustic","sense_veu",-3.888,0.947,"mitjà","en_viu",0.684,0.757,0.205,3.74283333333333,9,0,54,-3.681936,1,0.716879,0.647748
5517,"no_acustic","sense_veu",-12.196,0.601,"lent","en_viu",0.25,0.225,0.0856,4.26911666666667,4,0,32,-7.329796,0,0.135225,0.15025
5518,"mig_acustic","sense_veu",-6.354,0.526,"lent","mig",0.0965,0.726,0.298,3.17158333333333,6,0,49,-3.342204,1,0.381876,0.050759
5519,"acustic","sense_veu",-7.57,0.448,"lent","gravada",0.129,0.641,0.0795,4.36843333333333,0,1,61,-3.39136,0,0.287168,0.057792
5520,"no_acustic","sense_veu",-6.586,0.833,"mitjà","en_viu",0.961,0.701,0.0323,3.16393333333333,0,0,62,-5.486138,1,0.583933,0.800513
5521,"mig_acustic","sense_veu",-6.18,0.668,"mitjà","mig",0.688,0.609,0.0371,3.22488333333333,9,1,61,-4.12824,0,0.406812,0.459584
5522,"acustic","sense_veu",-14.295,0.349,"mitjà","gravada",0.622,0.489,0.0497,3.27443333333333,2,0,64,-4.988955,0,0.170661,0.217078
5523,"acustic","sense_veu",-9.349,0.435,"lent","mig",0.558,0.3,0.0343,5.21776666666667,2,1,76,-4.066815,0,0.1305,0.24273
5524,"mig_acustic","sense_veu",-5.357,0.896,"mitjà","gravada",0.711,0.618,0.0307,5.01288333333333,2,1,75,-4.799872,0,0.553728,0.637056
5525,"mig_acustic","sense_veu",-4.566,0.834,"mitjà","gravada",0.674,0.817,0.283,3.58585,11,0,83,-3.808044,1,0.681378,0.562116
5526,"acustic","sense_veu",-7.188,0.771,"lent","mig",0.363,0.458,0.0276,2.29933333333333,7,1,36,-5.541948,0,0.353118,0.279873
5527,"acustic","sense_veu",-12.018,0.44,"mitjà","gravada",0.892,0.785,0.0305,3.4991,7,1,25,-5.28792,1,0.3454,0.39248
5528,"no_acustic","sense_veu",-3.203,0.941,"mitjà","en_viu",0.396,0.606,0.0708,2.59406666666667,1,1,67,-3.014023,0,0.570246,0.372636
5529,"mig_acustic","sense_veu",-5.906,0.591,"ràpid","mig",0.237,0.755,0.216,3.96755,7,1,78,-3.490446,1,0.446205,0.140067
5530,"acustic","sense_veu",-18.472,0.198,"mitjà","gravada",0.673,0.744,0.059,3.77168333333333,0,1,33,-3.657456,1,0.147312,0.133254
5531,"acustic","sense_veu",-9.909,0.535,"lent","mig",0.591,0.73,0.0336,3.33775,4,0,45,-5.301315,1,0.39055,0.316185
5532,"mig_acustic","sense_veu",-11.465,0.529,"mitjà","mig",0.438,0.748,0.0785,7.65066666666667,8,1,27,-6.064985,1,0.395692,0.231702
5533,"mig_acustic","sense_veu",-4.06,0.843,"mitjà","en_viu",0.122,0.626,0.106,4.34546666666667,7,0,41,-3.42258,0,0.527718,0.102846
5534,"mig_acustic","sense_veu",-6.055,0.628,"lent","mig",0.251,0.891,0.0391,1.81816666666667,4,0,74,-3.80254,1,0.559548,0.157628
5535,"acustic","sense_veu",-5.384,0.738,"lent","gravada",0.458,0.603,0.297,4.04953333333333,11,1,83,-3.973392,0,0.445014,0.338004
5536,"acustic","sense_veu",-9.942,0.57,"lent","gravada",0.805,0.725,0.0463,3.63933333333333,1,0,69,-5.66694,1,0.41325,0.45885
5537,"no_acustic","sense_veu",-4.366,0.838,"lent","en_viu",0.964,0.77,0.0444,4.74843333333333,7,1,64,-3.658708,1,0.64526,0.807832
5538,"mig_acustic","sense_veu",-4.136,0.875,"mitjà","mig",0.575,0.615,0.0313,2.93306666666667,5,1,31,-3.619,0,0.538125,0.503125
5539,"mig_acustic","sense_veu",-5.716,0.867,"mitjà","gravada",0.668,0.798,0.12,4.4851,1,1,82,-4.955772,1,0.691866,0.579156
5540,"no_acustic","sense_veu",-7.017,0.964,"mitjà","en_viu",0.548,0.556,0.0771,1.5551,10,1,6,-6.764388,0,0.535984,0.528272
5541,"mig_acustic","sense_veu",-3.885,0.955,"ràpid","en_viu",0.891,0.604,0.147,4.91776666666667,5,1,0,-3.710175,0,0.57682,0.850905
5542,"acustic","sense_veu",-10.183,0.42,"mitjà","en_viu",0.557,0.676,0.034,1.84266666666667,8,1,0,-4.27686,0,0.28392,0.23394
